username;tg_url;name;description;subscribers;tgstat_url;peer_type
itmoscow;https://t.me/s/itmoscow;Job Moscow it (Inflow);Работа в сфере it, в офисе, в Москве.;2366;https://tgstat.ru/channel/@itmoscow;channel
rezume_do_offera;https://t.me/s/rezume_do_offera;НАЙДИ РАБОТУ В IT | Советы от рекрутера;"●  Автор канала – IT-рекрутер @geliyaereshova;";2304;https://tgstat.ru/channel/@rezume_do_offera;channel
keystone_vacancies;https://t.me/s/keystone_vacancies;Keystone;Вакансии и мероприятия в сфере финансов, экономики, бизнеса.;2268;https://tgstat.ru/channel/@keystone_vacancies;channel
fr_works;https://t.me/s/fr_works;Фриланс Биржа: Работа для каждого;Более 150 вакансий в неделю;2198;https://tgstat.ru/channel/@fr_works;channel
rabotasmi;https://t.me/s/rabotasmi;Работа. Медиа;Фриланс, постоянная работа, подработка в медиа двух столиц;2194;https://tgstat.ru/channel/@rabotasmi;channel
eduprof_mos;https://t.me/s/eduprof_mos;Моя профессия;Официальный канал центра «Профессионал». Здесь про профессиональное обучение, развитие карьеры, работу в Москве;2193;https://tgstat.ru/channel/@eduprof_mos;channel
stafjet;https://t.me/s/stafjet;Стаффджет РАБОТА;Работа на твой выбор!;2190;https://tgstat.ru/channel/@stafjet;channel
career_kiu;https://t.me/s/career_kiu;Карьера КИУ;Центр развития карьеры КИУ — ваш проводник в мире карьерных возможностей.;2114;https://tgstat.ru/channel/@career_kiu;channel
Vahta_Rabota1;https://t.me/s/Vahta_Rabota1;Вахтовый метод Вахта Работа;Вакансии для вахтовиков.;2068;https://tgstat.ru/channel/@Vahta_Rabota1;channel
asorabota;https://t.me/s/asorabota;ASO работа;Здесь публикуются вакансии и разовые работы по ASO. Размещение платное, подробности тут -> https://t.me/asorabota/337. Пишите админу - @diveoaltai ПОЛЕЗНО: пользуйтесь тегами (#офис #удалённо #город #страна);2046;https://tgstat.ru/channel/@asorabota;channel
direct_kbr;https://t.me/s/direct_kbr;Директ 24;Всё о событиях в Кабардино-Балкарии и соседних регионах;2038;https://tgstat.ru/channel/@direct_kbr;channel
lbalabourexchange;https://t.me/s/lbalabourexchange;LBA JOB;Канал с актуальными вакансиями во флористике от LBA.;2014;https://tgstat.ru/channel/@lbalabourexchange;channel
rabotaphp;https://t.me/s/rabotaphp;PHP вакансии;По рекламе: @anothertechrock;1985;https://tgstat.ru/channel/@rabotaphp;channel
job_crypto_ru;https://t.me/s/job_crypto_ru;Jobs Crypto RU 🚀;Чтобы запостить вакансию жми бота @job_manager_bot;1979;https://tgstat.ru/channel/@job_crypto_ru;channel
rabotarestoran;https://t.me/s/rabotarestoran;Кадровое агентство RABOTARESTORAN.RU;Вакансии в ресторанах Москвы, регионах и Казахстана. Все предложения на сайте - rabotarestoran.ru;1970;https://tgstat.ru/channel/@rabotarestoran;channel
superjob_ru;https://t.me/s/superjob_ru;Работа / superjob.ru / Вакансии;Найдите работу мечты на superjob.ru;1955;https://tgstat.ru/channel/@superjob_ru;channel
rabotavdmd;https://t.me/s/rabotavdmd;Работа в Домодедово/Вакансии в Дмд;Актуальные вакансии в Домодедово от проверенных работодателей;1953;https://tgstat.ru/channel/@rabotavdmd;channel
django_jobs_board;https://t.me/s/django_jobs_board;django_jobs_board;Вакансии и резюме чата @django_jobs (правила постинга в описании чата);1931;https://tgstat.ru/channel/@django_jobs_board;channel
freelansim_ru;https://t.me/s/freelansim_ru;Хабр Фриланс;Канал сервиса Хабр Фриланс (бывший freelansim.ru). Следите за новыми заказами с указанной стоимостью работы. Или подключите бот @freelansim_ru_bot и получайте обновления в выбранных категориях.;1885;https://tgstat.ru/channel/@freelansim_ru;channel
horecarabota;https://t.me/s/horecarabota;🔵HoReCa РАБОТА🔵;РАЗМЕЩЕНИЕ ВАКАНСИЙ;1868;https://tgstat.ru/channel/@horecarabota;channel
careermsutstankin;https://t.me/s/careermsutstankin;СТАНКИН.КАРЬЕРА;Наш канал направлен на содействие занятости и трудоустройству обучающихся и выпускников Университета, а также на развитие партнерских связей с компаниями-работодателями.;1862;https://tgstat.ru/channel/@careermsutstankin;channel
rabota_bloknot_krasnodar;https://t.me/s/rabota_bloknot_krasnodar;Блокнот Работа Краснодар;Тут находят работу и сотрудников. Реальные вакансии с проверенными контактами.;1854;https://tgstat.ru/channel/@rabota_bloknot_krasnodar;channel
careerinconsulting;https://t.me/s/careerinconsulting;Карьера в консалтинговых фирмах;Канал для тех, кто стремится попасть в консалтинговые фирмы. Ведётся бывшим консультантом из Big4.;1847;https://tgstat.ru/channel/@careerinconsulting;channel
findhookahjob;https://t.me/s/findhookahjob;Кальянные вакансии;Поиск работы в кальянной сфере.;1845;https://tgstat.ru/channel/@findhookahjob;channel
jobs_msu;https://t.me/s/jobs_msu;Вакансии МГУ;По вопросам размещения вакансий пишите @brocmc;1800;https://tgstat.ru/channel/@jobs_msu;channel
jobcatcher;https://t.me/s/jobcatcher;Ловец вакансий 🙌🏻;Канал, с подборкой управленческих вакансий, где среди самых невероятных вакансий можно выловить настоящий бриллиант с прямыми контактами работодателя;1791;https://tgstat.ru/channel/@jobcatcher;channel
rabota_10000000000;https://t.me/s/rabota_10000000000;РАБОТА ЕСТЬ;;1784;https://tgstat.ru/channel/@rabota_10000000000;channel
rabotavpoime;https://t.me/s/rabotavpoime;Вакансии | Павшинская пойма;;1648;https://tgstat.ru/channel/@rabotavpoime;channel
fareastjob;https://t.me/s/fareastjob;Жизнь и работа на Дальнем Востоке и в Арктике;Актуальные вакансии на Дальнем Востоке и в Арктике. Меры поддержки при переезде. Истории успешного переезда на Дальний Восток и в Арктику.;1642;https://tgstat.ru/channel/@fareastjob;channel
coffeejob;https://t.me/s/coffeejob;КофеРабота. Работа Бариста | Поиск Бариста | Вакансии Бариста;Ищете работу бариста,  или профессионала в кофейню?;1609;https://tgstat.ru/channel/@coffeejob;channel
rabotaru_pro;https://t.me/s/rabotaru_pro;Работа.ру для бизнеса;Канал Работы.ру для тех, кто нанимает.;1591;https://tgstat.ru/channel/@rabotaru_pro;channel
superjob_udalenka;https://t.me/s/superjob_udalenka;Работа / Удаленка / Вакансии;Ежедневные подборки свежих вакансий с работой из дома!;1558;https://tgstat.ru/channel/@superjob_udalenka;channel
TTPUmarketing_hiring;https://t.me/s/TTPUmarketing_hiring;Маркетинг трудоустройство;ТТПУ маркетинг;1551;https://tgstat.ru/channel/@TTPUmarketing_hiring;channel
gazpromvacansii;https://t.me/s/gazpromvacansii;Газпром Вакансии;Официальный Канал вакансий Газпром.Только самые проверенные вакансии.;1545;https://tgstat.ru/channel/@gazpromvacansii;channel
hr_nikki;https://t.me/s/hr_nikki;HR_Nikki;Я Ника, карьерный консультант & Senior IT PM (ex-Сбер, ex-Альфа);1540;https://tgstat.ru/channel/@hr_nikki;channel
rabota_nahazabota_vsa_rossia_sng;https://t.me/s/rabota_nahazabota_vsa_rossia_sng;Работа вся Россия и СНГ;Канал создан группой частных рекрутеров по подбору персонала в самые крупные и надежные компании страны;1538;https://tgstat.ru/channel/@rabota_nahazabota_vsa_rossia_sng;channel
jobtalker;https://t.me/s/jobtalker;Есть кто?;Делимся теми, кто ищет в команду людей и теми, кто ищет работу. Кидайте инфу в телеграм @alyonatin / @sofiivanova;1526;https://tgstat.ru/channel/@jobtalker;channel
jobforarabists;https://t.me/s/jobforarabists;Job for arabists;Вакансии для арабистов. Рекрутинг;1511;https://tgstat.ru/channel/@jobforarabists;channel
jobzstudent;https://t.me/s/jobzstudent;Подработка для студентов РФ;Вакансии для студентов: удалёнка, фриланс. Без опыта, с гибким графиком.;1508;https://tgstat.ru/channel/@jobzstudent;channel
trudsafe;https://t.me/s/trudsafe;СИБТРУД | Сибирский центр безопасности труда;Группа СИБТРУД | Решения в области охраны труда, пожарной и экологической безопасности.;1503;https://tgstat.ru/channel/@trudsafe;channel
JobsForKM;https://t.me/s/JobsForKM;Множество вакансий для КМ▪Ася Репрева;Здесь множество вакансий для комьюнити-менеджеров.;1502;https://tgstat.ru/channel/@JobsForKM;channel
workredsmm;https://t.me/s/workredsmm;Биржа переехала;ПРАВИЛА: https://clck.ru/LGvLD;1471;https://tgstat.ru/channel/@workredsmm;channel
hantim;https://t.me/s/hantim;Работа в Коломне;;1415;https://tgstat.ru/channel/@hantim;channel
jobzakupki;https://t.me/s/jobzakupki;Работа и Карьера в закупках, снабжении и логистике: Вакансии & Кандидаты;Для профессиональных вакансий и резюме в сфере закупок, снабжения и логистики.;1382;https://tgstat.ru/channel/@jobzakupki;channel
haltuuurka;https://t.me/s/haltuuurka;халтурка;Канал с объявлениями о поиске работников для небольшой срочной одноразовой (не обязательно) подработки с  гонораром до 10 000р и не только. Погрузка, починка, массовка, простые макеты, монтажи и тд. для друзей и друзей друзей.;1370;https://tgstat.ru/channel/@haltuuurka;channel
rabota_Ekat;https://t.me/s/rabota_Ekat;Работа в Екатеринбурге;Актуальные вакансии Екатеринбурга;1345;https://tgstat.ru/channel/@rabota_Ekat;channel
rabota_morozovsk61;https://t.me/s/rabota_morozovsk61;Блокнот Работа Морозовск;Пишите нам в WhatsApp - 89198862072;1315;https://tgstat.ru/channel/@rabota_morozovsk61;channel
rabota_vakansii_belgorod;https://t.me/s/rabota_vakansii_belgorod;Работа. Вакансии Белгорода. Подработка. Поиск сотрудников. Объявления.;Добро пожаловать в самый крупный в Белгороде Telegram-канал с вакансиями.;1272;https://tgstat.ru/channel/@rabota_vakansii_belgorod;channel
alterjob;https://t.me/s/alterjob;Вся работа Москвы ( вакансии без MLM);"канал ""  Вся работа Москвы"" агентства КР «Альтернатива СП»   чат https://t.me/chatrabotaMoscow";1252;https://tgstat.ru/channel/@alterjob;channel
rostov_job;https://t.me/s/rostov_job;Работа в Ростове-на-Дону | агентство Кадровик;Канал в котором размещаются вакансии агентства Кадровик https://hiring-lab.ru И кое-кого еще. Для размещение вакансий писать  @iv_safonov;1200;https://tgstat.ru/channel/@rostov_job;channel
jobs_here;https://t.me/s/jobs_here;Работай удаленно;Ежедневно реальные вакансии с удаленкой. Бот сам ищет вакансии и публикует их. Ваши вакансии не публикуем. Ждите, пока бот их сам найдет.;1199;https://tgstat.ru/channel/@jobs_here;channel
antgroup2004;https://t.me/s/antgroup2004;A.N.T. | вакансии | всё о рынке труда;"▫️Топ-1 рекрутинговых агентств России по подбору высшего звена и редких специалистов;";1192;https://tgstat.ru/channel/@antgroup2004;channel
v_moskve_rabota;https://t.me/s/v_moskve_rabota;РАБОТА В МОСКВЕ;Если вы столкнулись с подозрительной вакансией на  канале, то обязательно сообщите нам! ️;1128;https://tgstat.ru/channel/@v_moskve_rabota;channel
vacancy1000kzn;https://t.me/s/vacancy1000kzn;1000 Вакансий - Казань. Работа;Официальный канал газеты;1078;https://tgstat.ru/channel/@vacancy1000kzn;channel
sustanabilityjobportal;https://t.me/s/sustanabilityjobportal;Sustainability job portal;Вакансии в сфере устойчивого развития: экология, социалка, третий сектор;1069;https://tgstat.ru/channel/@sustanabilityjobportal;channel
kzn_reklama;https://t.me/s/kzn_reklama;Казань | работа | вакансии;Все вакансии Казани в одном канале.;1061;https://tgstat.ru/channel/@kzn_reklama;channel
art_job_digital;https://t.me/s/art_job_digital;ART Burn Job;Привет, креативный дух!;1049;https://tgstat.ru/channel/@art_job_digital;channel
mosintern;https://t.me/s/mosintern;ПиС: Практика и стажировка;Практика и стажировки по направлениям, маркетинг, связи с общественностью, реклама, журналистика, influencer marketing и digital. Вакансии от агентств и компаний, с офисом в Москве.;1004;https://tgstat.ru/channel/@mosintern;channel
rabota_khasavurt;https://t.me/s/rabota_khasavurt;РАБОТА В ХАСАВЮРТЕ;Вакансии и резюме;895;https://tgstat.ru/channel/@rabota_khasavurt;channel
rabotadagestan;https://t.me/s/rabotadagestan;РАБОТА05;Работа Дагестан Махачкала 05;857;https://tgstat.ru/channel/@rabotadagestan;channel
orenburg_work;https://t.me/s/orenburg_work;Работа в Оренбурге;**Лучшие вакансии Оренбурга**;844;https://tgstat.ru/channel/@orenburg_work;channel
javaJobinMoscow;https://t.me/s/javaJobinMoscow;Вакансии программистов Java в Москве;;791;https://tgstat.ru/channel/@javaJobinMoscow;channel
oficyanty_na_meropriyatie;https://t.me/s/oficyanty_na_meropriyatie;Компания «Официанты на банкет» Заказ официантов на мероприятие, банкет, фуршет;Компания «Официанты на банкет» Заказ вызывных официантов на банкеты фуршеты выставки и другие мероприятия.;776;https://tgstat.ru/channel/@oficyanty_na_meropriyatie;channel
work_foryou;https://t.me/s/work_foryou;Работа👨‍🏫/Вакансии📚/Маркетинг;Размещение ваших объявлений здесь);705;https://tgstat.ru/channel/@work_foryou;channel
jobnulsya;https://t.me/s/jobnulsya;JOBнулся. О работе и карьере. Как есть;Авторский канал Василия Паева - про работу, карьеру, HR и жизнь;705;https://tgstat.ru/channel/@jobnulsya;channel
kras_rabota;https://t.me/s/kras_rabota;Краснодар. Работа;Обьявления работа Краснодар. Вакансии Краснодара. Канал в группе «Работа.Краснодарский край». Размещение объявлений платное.  Публикации:;669;https://tgstat.ru/channel/@kras_rabota;channel
domashniypersonall;https://t.me/s/domashniypersonall;Домашний персонал Москва и МО;Подбор  домашнего персонала;668;https://tgstat.ru/channel/@domashniypersonall;channel
Work_Moscow_Horeca;https://t.me/s/Work_Moscow_Horeca;Общепит Москвы;Выложить объявление и сделать рассылку в 100+ групп - @djo991;658;https://tgstat.ru/channel/@Work_Moscow_Horeca;channel
eqiva_hr;https://t.me/s/eqiva_hr;Eqiva: резюме и вакансии;Команда Дарьи Шубиной делится СV крутых управленцев для клиник и фармкомпаний, а также вакансиями для вас.;609;https://tgstat.ru/channel/@eqiva_hr;channel
gelenjikrabota;https://t.me/s/gelenjikrabota;Геленджик. Работа;Обьявления работа Геленджик. Вакансии в Геленджике. Канал в группе «Работа.Краснодарский край».  Размещение объявлений платное.  Публикации:;593;https://tgstat.ru/channel/@gelenjikrabota;channel
job163;https://t.me/s/job163;Работа в Самаре;Мы предлагаем проверенные вакансии в городе  Самара от различных работодателей.;556;https://tgstat.ru/channel/@job163;channel
schmaltz_v;https://t.me/s/schmaltz_v;Виталий Шмальц;Предприниматель;546;https://tgstat.ru/channel/@schmaltz_v;channel
freelancework11;https://t.me/s/freelancework11;Здоровый старт | ЖКТ и очищение;Помогаю взрослым и детям убрать причины симптомов;520;https://tgstat.ru/channel/@freelancework11;channel
yaroslavle_work;https://t.me/s/yaroslavle_work;Работа в Ярославле;Только отборные вакансии Ярославля;475;https://tgstat.ru/channel/@yaroslavle_work;channel
teremok_live;https://t.me/s/teremok_live;Работа в сети «Теремок» Санкт-Петербург;Аккаунт для сотрудников и соискателей команды «Теремка»:;456;https://tgstat.ru/channel/@teremok_live;channel
rabota_v_digital;https://t.me/s/rabota_v_digital;Работа Диджитал Москва;Публикуем вакансии и резюме, БЕСПЛАТНО;412;https://tgstat.ru/channel/@rabota_v_digital;channel
obshepit_moskva;https://t.me/s/obshepit_moskva;Общепит Вакансия И РЕЗЮМЕ;️‍️По поиску сотрудников Общепита;406;https://tgstat.ru/channel/@obshepit_moskva;channel
rabotaamur;https://t.me/s/rabotaamur;Работа Благовещенск;Поиск работы, вакансии, услуги Благовещенска и Амурской области;337;https://tgstat.ru/channel/@rabotaamur;channel
novostroyelitegroup;https://t.me/s/novostroyelitegroup;NovostroyEliteGroup;Канал о недвижимости  курортного Сочи. Элитная недвижимость без комиссии напрямую от застройщика для жизни и инвестиций. Ипотека, рефинансирование кредитов и другие банковские продукты.;336;https://tgstat.ru/channel/@novostroyelitegroup;channel
CentralAsianPost;https://t.me/s/CentralAsianPost;Центральная Азия;ДИСТРИБУЦИЯ И ОПТ;309;https://tgstat.ru/channel/@CentralAsianPost;channel
remotefreelance;https://t.me/s/remotefreelance;На Удалёнке;Работай и зарабатывай удалённо, дома или в путешествии! Вакансии из digital и media с прямыми контактами работодателей;300;https://tgstat.ru/channel/@remotefreelance;channel
work_tula;https://t.me/s/work_tula;Работа в Туле;Работа в Туле;299;https://tgstat.ru/channel/@work_tula;channel
rabota_vachtoy;https://t.me/s/rabota_vachtoy;Работа вахтой ХМАО ЯНАО;Вакансии и Резюме сотрудников, для размещения публикации  @Oleg_Kalmyk;293;https://tgstat.ru/channel/@rabota_vachtoy;channel
moscouworknews;https://t.me/s/moscouworknews;Работа в Москве;Размещение вакансии:;287;https://tgstat.ru/channel/@moscouworknews;channel
superjob_vahta;https://t.me/s/superjob_vahta;Работа / Вахта / Вакансии;Свежие вакансии с работой вахтовым методом!;273;https://tgstat.ru/channel/@superjob_vahta;channel
novosibworknews;https://t.me/s/novosibworknews;Работа в Новосибирске;Размещение вакансии:;271;https://tgstat.ru/channel/@novosibworknews;channel
rabotadevushkam_spb;https://t.me/s/rabotadevushkam_spb;Работа девушкам Питер;#Работа_для_девушек в Санкт-Петербурге! Работа в сфере эскорта, досуга и эротического массажа!;262;https://tgstat.ru/channel/@rabotadevushkam_spb;channel
rostov_work;https://t.me/s/rostov_work;Работа в Ростове на Дону;Лучшие вакансии в Ростове на Дону;259;https://tgstat.ru/channel/@rostov_work;channel
jun_and_job;https://t.me/s/jun_and_job;Джун и Джоб;Телеграм-канал про старт и развитие карьеры в IT для тех, кто хочет расти в айти и зарабатывать больше;224;https://tgstat.ru/channel/@jun_and_job;channel
storiessigraa;https://t.me/s/storiessigraa;ИГРЫ СТОРИС;⁣⁣𝐑𝐞𝐤𝐥𝐚𝐦𝐚 @reklamadestinolove⁣⁣;222;https://tgstat.ru/channel/@storiessigraa;channel
rabota2upsee;https://t.me/s/rabota2upsee;Туапсе. Работа;Обьявления о работе в Туапсе. Вакансии в Туапсе. Канал в группе «Работа.Краснодарский край». Размещение объявлений платное.  Публикации:;220;https://tgstat.ru/channel/@rabota2upsee;channel
anapahr;https://t.me/s/anapahr;Анапа. Работа;Обьявления работа Анапа. Вакансии Анапы. Канал в группе «Работа.Краснодарский край». Размещение объявлений платное.  Публикации:;212;https://tgstat.ru/channel/@anapahr;channel
ishustorisy;https://t.me/s/ishustorisy;Сторисы Ищу тебя в Москве;На счёт рекламы пишите @azamatx1;211;https://tgstat.ru/channel/@ishustorisy;channel
glamoriTOP;https://t.me/s/glamoriTOP;JOB CV Робота, Вакансії Чернівці;Найсвіжіші, актуальні вакансії у найкращих компаніях міста Чернівці, для найкращих кандидатів!;151;https://tgstat.ru/channel/@glamoriTOP;channel
kazan_vakansiya;https://t.me/s/kazan_vakansiya;Казань Вакансии;Размещаем ваши объявления по символической цене 100 руб!  Подробности рекламы на канале у администратора @Kazan_vacancy;146;https://tgstat.ru/channel/@kazan_vakansiya;channel
on_a_freelance;https://t.me/s/on_a_freelance;Нейро редакция | контент с помощью AI;Меня зовут Евгений я контент-маркетолог. Помогаю экспертам создавать контент с помощью нейросетей. Решаю главную проблему – нехватку идей и времени на контент, через авторскую методику нейро-распаковки личности.;140;https://tgstat.ru/channel/@on_a_freelance;channel
job_in_landscape;https://t.me/s/job_in_landscape;Зеленый фриланс/Вакансии в ландшафте;Вакансии и фриланс для ландшафтных архитекторов, дизайнеров и всех, кто работает с зелёными проектами.;67;https://tgstat.ru/channel/@job_in_landscape;channel
prorab_ru;https://t.me/s/prorab_ru;ПРОРАБъ;Контакты & сотрудничество;59;https://tgstat.ru/channel/@prorab_ru;channel
job_hunting_msk;https://t.me/s/job_hunting_msk;job_hunting_msk_HR;Мы в ВК;36;https://tgstat.ru/channel/@job_hunting_msk;channel
sochiprodaj;https://t.me/s/sochiprodaj;Сочи. Работа продавцы;Обьявления о поиске продавцов в Сочи. Вакансии продавцов в Сочи. Канал в группе «Работа.Краснодарский край». Размещение объявлений платное. По вопросам размещения обращаться @gavriushin;29;https://tgstat.ru/channel/@sochiprodaj;channel
udalenshiki_layboard;https://t.me/s/udalenshiki_layboard;LB - на удаленке | Layboard.com;Удаленные вакансии на сайте:;19;https://tgstat.ru/channel/@udalenshiki_layboard;channel
horecarabotasouth;https://t.me/s/horecarabotasouth;🔵 HoReCa РАБОТА 🔵 КРАСНОДАРСКИЙ КРАЙ;ВСЕ ВАКАНСИИ И РЕЗЮМЕ  РЕСТОРАННО-ГОСТИНИЧНОЙ СФЕРЫ И ИНДУСТРИИ ГОСТЕПРИИМСТВА НА ОДНОЙ ПЛОЩАДКЕ.;16520;https://tgstat.ru/chat/@horecarabotasouth;chat
caterekb20;https://t.me/s/caterekb20;Два через два | Работа в общепите Екатеринбурга | Вакансии официанты, повара, бармены, хостес, мойщицы;Вакансии для официантов, поваров, барменов и других сотрудников HoReCa в Екатеринбурге;7277;https://tgstat.ru/chat/@caterekb20;chat
Frilanser_100;https://t.me/s/Frilanser_100;Фрилансеры Онлайн. Чат.;Группа обьявлений фрилансеров;7139;https://tgstat.ru/chat/@Frilanser_100;chat
rabotatut24;https://t.me/s/rabotatut24;РАБОТА МОСКВА;Для рекламы  @niknik12334;4870;https://tgstat.ru/chat/@rabotatut24;chat
sibjob;https://t.me/s/sibjob;Иркутск Объявления;;3639;https://tgstat.ru/chat/@sibjob;chat
Freelance_GoUp;https://t.me/s/Freelance_GoUp;Фриланс | Удаленная Работа;Группа для поиска/предложений работы в интернете.;3352;https://tgstat.ru/chat/@Freelance_GoUp;chat
rabota_vahta_1;https://t.me/s/rabota_vahta_1;Работа Вахта;Канал для публикаций работы и вакансий по вахтовому методу. Можно публиковать резюме по типу «ищу работу»;3160;https://tgstat.ru/chat/@rabota_vahta_1;chat
workhrhr;https://t.me/s/workhrhr;Jobs HR;Вакансии и Резюме HR;1842;https://tgstat.ru/chat/@workhrhr;chat
rabota_Ufa_Bashkortostane;https://t.me/s/rabota_Ufa_Bashkortostane;Работа Уфа;Группа для публикаций работы и вакансий в Уфе и в Республике Башкортостан. Можно публиковать резюме по типу «ищу работу».;619;https://tgstat.ru/chat/@rabota_Ufa_Bashkortostane;chat
rabotav_Barnaule;https://t.me/s/rabotav_Barnaule;Работа в Барнауле;Группа для публикаций работы и вакансий в Барнауле и в Алтайском крае. Можно публиковать резюме по типу «ищу работу».;606;https://tgstat.ru/chat/@rabotav_Barnaule;chat
rabota_moscow_moscow;https://t.me/s/rabota_moscow_moscow;Работа в Москве;Группа для публикаций работы и вакансий в Москве и Московской области. Можно публиковать резюме по типу «ищу работу».;580;https://tgstat.ru/chat/@rabota_moscow_moscow;chat
rabota_NizhnyNovgorode;https://t.me/s/rabota_NizhnyNovgorode;Работа Нижний Новгород;Группа для публикаций работы и вакансий в Нижнем Новгороде и в Нижегородской области. Можно публиковать резюме по типу «ищу работу».;571;https://tgstat.ru/chat/@rabota_NizhnyNovgorode;chat
rabota_cheboksary_cheboksary;https://t.me/s/rabota_cheboksary_cheboksary;Работа Чебоксары;Канал для публикаций работы и вакансий в Чебоксарах и в Чувашской Республике. Можно публиковать резюме по типу «ищу работу».;549;https://tgstat.ru/chat/@rabota_cheboksary_cheboksary;chat
rabota_Yekaterinburg_rabota;https://t.me/s/rabota_Yekaterinburg_rabota;Работа Екатеринбург;Группа для публикаций работы и вакансий в Екатеринбурге и в Свердловской области. Можно публиковать резюме по типу «ищу работу».;537;https://tgstat.ru/chat/@rabota_Yekaterinburg_rabota;chat
rabota_sankt_peterburge_1;https://t.me/s/rabota_sankt_peterburge_1;Работа в Санкт-Петербурге;Группа для публикаций работы и вакансий в Санкт-Петербурге и Ленинградской области. Можно публиковать резюме по типу «ищу работу».;537;https://tgstat.ru/chat/@rabota_sankt_peterburge_1;chat
rabotav_Arhangelske;https://t.me/s/rabotav_Arhangelske;Работа в Архангельске и в Архангельской области;Группа для публикаций работы и вакансий в Архангельске и в Архангельской области. Можно публиковать резюме по типу «ищу работу».;534;https://tgstat.ru/chat/@rabotav_Arhangelske;chat
rabota_Bryansk_work;https://t.me/s/rabota_Bryansk_work;Работа в Брянске;Группа для публикаций работы и вакансий в Брянске и в Брянской области. Можно публиковать резюме по типу «ищу работу».;533;https://tgstat.ru/chat/@rabota_Bryansk_work;chat
RABOTA_KRASNODAR_KRASNODAR;https://t.me/s/RABOTA_KRASNODAR_KRASNODAR;Работа в Краснодаре;Группа для публикаций работы и вакансий в Краснодаре и в Краснодарском крае. Можно публиковать резюме по типу «ищу работу».;528;https://tgstat.ru/chat/@RABOTA_KRASNODAR_KRASNODAR;chat
rabota_Krasnoyarsk_Krasnoyarsk;https://t.me/s/rabota_Krasnoyarsk_Krasnoyarsk;Работа Красноярск;Группа для публикаций работы и вакансий в Красноярске и в Красноярском крае. Можно публиковать резюме по типу «ищу работу».;519;https://tgstat.ru/chat/@rabota_Krasnoyarsk_Krasnoyarsk;chat
xMoodyChat;https://t.me/s/xMoodyChat;Моуди | Чат поиска заказчиков и исполнителей;Тут заказчики встречаются с исполнителями;503;https://tgstat.ru/chat/@xMoodyChat;chat
rabotav_Belgorode;https://t.me/s/rabotav_Belgorode;Работа в Белгороде;Группа для публикаций работы и вакансий в Белгороде и в Белгородской области. Можно публиковать резюме по типу «ищу работу».;490;https://tgstat.ru/chat/@rabotav_Belgorode;chat
rabota_Novosibirsk_Novosibirsk;https://t.me/s/rabota_Novosibirsk_Novosibirsk;Работа Новосибирск;Канал для публикаций работы и вакансий в Новосибирск и в Новосибирской области. Можно публиковать резюме по типу «ищу работу».;486;https://tgstat.ru/chat/@rabota_Novosibirsk_Novosibirsk;chat
rabota_Samara_Samara;https://t.me/s/rabota_Samara_Samara;Работа Самара;Группа для публикаций работы и вакансий в Самаре и Самарской области. Можно публиковать резюме по типу «ищу работу».;480;https://tgstat.ru/chat/@rabota_Samara_Samara;chat
rabotav_astrahani;https://t.me/s/rabotav_astrahani;Работа в Астрахани и в Астраханской области;Группа для публикаций работы и вакансий в Астрахани и в Астраханской области. Можно публиковать резюме по типу «ищу работу».;465;https://tgstat.ru/chat/@rabotav_astrahani;chat
rabota_tyumen_tyumen;https://t.me/s/rabota_tyumen_tyumen;Работа Тюмень;Группа для публикаций работы и вакансий в Тюмени и Тюменской области. Можно публиковать резюме по типу «ищу работу».;457;https://tgstat.ru/chat/@rabota_tyumen_tyumen;chat
rabota_Kazan_Kazan;https://t.me/s/rabota_Kazan_Kazan;Работа Казань;Группа для публикаций работы и вакансий в Казани и в Республике Татарстан. Можно публиковать резюме по типу «ищу работу».;404;https://tgstat.ru/chat/@rabota_Kazan_Kazan;chat
rabota_Chelyabinsk_Chelyabinsk;https://t.me/s/rabota_Chelyabinsk_Chelyabinsk;Работа Челябинск;Группа для публикаций работы и вакансий в Челябинске и Челябинской области. Можно публиковать резюме по типу «ищу работу».;341;https://tgstat.ru/chat/@rabota_Chelyabinsk_Chelyabinsk;chat
